video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"QA_jVF8ookw","Stage: All ACE's Lion stage centered is so handsome!刘雨昕安崎《Lion》舞台纯享|Youth with You2青春有你2|iQIYI","2020-05-07T12:27:51Z","UCUhpu5MJQ_bjPkXO00jyxsw","iQIYI 爱奇艺","1","20.17.05","youth with you|youth with you season 2|xin liu youth with you|xin liu lion|xin liu dance|xin liu reaction|刘雨昕 青春有你|刘雨昕|安琦 青春有你2|安琦 青春有你|安琦 baby monster|安琦|baby monster an dance|baby monster an qi|baby monster yg|baby monster an youth with you|baby monster and performance|上官喜爱 青春有你|上官喜爱 公演|上官喜爱 青春有你2|Frhanm Shangguan","3226325","98796","7624","21937","https://i.ytimg.com/vi/QA_jVF8ookw/default.jpg","False","False","Youth With You Ep17 is trending on iQIYI with multi subtitles~APP Link:https://go.onelink.me/4Hx2/dfab7b191 Episode updated every Thursday and Saturday~Download iQIYI APP to enjoy FULL episode~“青春有你2” 第17期正在爱奇艺国际站热播，每周四，周六晚八点各更新一期；现在下载爱奇艺App，观看多语种完整版~Watch FULL episodes only on iQIYI EP01 Part I: https://www.youtube.com/watch?v=jMQf9d2PqnkOther episodes: https://www.iqiyi.com/intl/play/19rrhxvgyhIntroduction：What kind of girls can become part of a girls group? What kind of girls can meet the standards of Class A? Our answer is: Endless possibilities! Let's embark to explore the mystery of X! 什么样的女生可以成为女团？什么样的女生才是A的标准？我们的答案是：无限可能。今夜，和我们一起出发吧！"
"U3P5uepYGvY","Sepahtu Reunion Al Puasa 2020 - Minggu 1 berdekah!","2020-05-15T14:00:12Z","UCAjEPSoSbnQTYpwz8BbPn9g","Official Ria X","23","20.17.05","NJOI|Astro|Prima|Drama|Ria X|Official Ria X|Ria Xtra|sepahtu|sepahtu reunion|sepahtu reunion live 2020|sepahtu reunion al puasa 2020|jep sepahtu|rahim sepahtu|man rajalawak|afifah nasir|diana rafar|malik nor|pak ya|shuib sepahtu","111289","1040","45","72","https://i.ytimg.com/vi/U3P5uepYGvY/default.jpg","False","False","#SepahtuReunionAlPuasa2020 setiap Jumaat jam 9.00 malam (bermula 15 Mei) di Astro Warna (CH127) & Warna HD (CH107)! Anda juga boleh strim program ini menggunakan telefon pintar dengan memuat turun aplikasi Astro GO secara PERCUMA sekarang!"
"pPw_izFr5PA","6IX9INE- GOOBA (Official Music Video)","2020-05-08T18:41:14Z","UCF6jRAgCbSanHolKt0Vt6Qw","Tekashi 6ix9ine","10","20.17.05","6ix9ine|gooba|tekashi|tekashi 69|music video|gooba 6ix9ine|6ix9ine gooba|69 gooba|gooba 69|tekashi 6ix9ine gooba|rap|hip hop|bebe|tati|gummo|stoopid|6ix9ine live|six|6ix|69|goo|new 6ix9ine|nicki minaj|ig live|rainbow|goba|six nine|fefe|anuel aa|murda beatz|jah|tik tok songs|fastest 100 million views|gooba music video|official music video|king of new york|king of ny|top 100 hip hop|new york|trending|hot 100 billboard|create music group","174994122","5700254","775518","752682","https://i.ytimg.com/vi/pPw_izFr5PA/default.jpg","False","False","STREAM/DOWNLOAD GOOBA: https://cmg.ffm.to/GOOBADirector- CanonF8, David Wept & 6ix9ine EP/Producer- Omar Reynoso & David Wept DP- Franklin Ricart Editor- 6ix9ine, CanonF8, Omar Jones Art Director- Omar Reynoso , 6ix9ineG&E - Rec Squad TVAC-Karleigh Del MoralColorist- Bryan Smaller VFX- WITHIN Creative Director(VFX)- Zane ComerCG Generalist- Brennan Brinkley Animator- Nicole LowGOOBA - Tekashi 6ix9ine (Official Music Video)Produced by: JahMix and Mastered by: Wizard LeeCover by: Alex SolisProduction Co- AT.LAS , FatKing Films#6ix9ine #GOOBA #musicvideoDistributed by Create Music Group"
"h2jvHynuMjI","Ariana Grande, Justin Bieber - Stuck with U (Lyric Video)","2020-05-08T04:00:10Z","UCHkj014U2CQ2Nv0UZeYpE_A","JustinBieberVEVO","10","20.17.05","Ariana|Grande|Justin|Bieber|Stuck|with|(Lyric|Video)|Universal|Records|Pop","7584990","555894","6213","21457","https://i.ytimg.com/vi/h2jvHynuMjI/default.jpg","False","False","Watch Official Video: http://stuckwithu.lnk.to/videoSB Projects along with longtime clients Ariana Grande and Justin Bieber release “Stuck with U” to benefit First Responders Children’s Foundation: https://stuckwithu.lnk.to/agjbVDIn response to the COVID-19 crisis and to help further bolster relief efforts, all net proceeds from the streams and sales of “Stuck with U” will be donated to First Responders Children’s Foundation to fund grants and scholarships for children of healthcare workers, emergency medical technicians (EMTs), paramedics, police officers and firefighters serving at the front lines during the global pandemic. That means that by listening, watching, and sharing – you are helping to support families in need. If you would like to make an additional contribution to First Responders Children's Foundation, click the donate button. Created By: Katia TemkinArtwork by: Liana FinckFollow Justin: http://facebook.com/justinbieberhttp://twitter.com/justinbieberhttp://instagram.com/justinbieber Follow Ariana:https://www.instagram.com/arianagrandehttps://www.facebook.com/arianagrande/https://twitter.com/ArianaGrandehttps://www.arianagrande.com/Sign up for Justin’s newsletter: http://justinbiebermusic.com#JustinBieber #ArianaGrande #StuckwithUMusic video by Ariana Grande, Justin Bieber performing Stuck with U (Lyric Video). © 2020 Silent Records Ventures, LLC, Def Jam Recordings, a division of UMG Recordings, Inc., and Republic Records, a division of UMG Recordings, Inc.http://vevo.ly/Rd1DLS"
"N2dsnGc7TFk","Raiden X 찬열 CHANYEOL 'Yours (Feat. 이하이, 창모)' MV","2020-05-12T09:00:00Z","UCEf_Bc-KVd7onSeifS3py9g","SMTOWN","10","20.17.05","레이든|찬열|이하이|창모|엑소|Yours|Raiden|CHANYEOL|LeeHi|LEE HI|CHANGMO|EXO|Scream Records|MV|I'll be yours","4776984","840853","2437","149355","https://i.ytimg.com/vi/N2dsnGc7TFk/default.jpg","False","False","Raiden X CHANYEOL’s new single Yours (Feat. LeeHi, CHANGMO) is out!Listen and download on your favorite platform: http://smarturl.it/RDCY_YoursScreaM Records Officialhttps://www.youtube.com/SMScreaMRecordshttps://www.facebook.com/ScreaMRecordsSMhttps://www.instagram.com/screamrecordsEXO Officialhttp://exo.smtown.comhttp://www.youtube.com/weareoneEXOhttp://www.facebook.com/weareoneEXOhttp://www.instagram.com/weareone.exohttp://twitter.com/weareoneEXO#Raiden #CHANYEOL #Yours #찬열 #이하이 #창모 #LeeHi #CHANGMORaiden X 찬열 CHANYEOL 'Yours (Feat. 이하이, 창모)' MV ℗ SM Entertainment, Scream Records"
"qWjEVMbZIYE","HAMBA DUNIA KEMBALI *TEKASHI 6IX9INE, LIL PUMP | *KISAH BENAR* (HAMBA MUDA DUNIA KITA) | *FOOTAGE*","2020-05-16T05:34:36Z","UCrBGLstQskCRQqds4Ir65KA","PrinceMeed LIVE!","22","20.17.05","tekashi69|tekashi69 malaysia|lil pump|real life|tekashi released|tekashi 6ix9ine|malaysia|indonesia|kisah benar|rahsia dunia terbongkar|lil pump money|tekashi 69 instagram|tekashi 69 live|lil pump songs|lil pump airport|lil pump arrested|tekashi prison|secrets|fake|rahsia dunia|kisah pembunuh|princemeed|princemeed live|seram malaysia|scary|horror|kisah seram|kisah tekashi69|tekashi 69 news|lil pump anuel|GOOBA|gooba malaysia|tekashi malaysia|real","214212","17894","342","2758","https://i.ytimg.com/vi/qWjEVMbZIYE/default.jpg","False","False","Meed Ceritakan The Truth pasal pasal Tekashi 6IXNINE & Lil Pump.Hi Broheems! Please Tekan Button Subscribe kalau belum, lepastu tekan Button Bell tu (Make sure Enable) Dont forget untuk Hit LIKE! and please support this channel for future content. Thank You for being here! Feel free to share and Comment anytime. Lets Grow This Channel Together! All of us.  -PrinceMeed-Follow me on Twitter - https://twitter.com/princemeedonlyFacebook Page - https://www.facebook.com/princemeedDOWH/Instagram - https://instagram.com/princemeedonly/"
"yChy1KRIWAY","TWICE(트와이스) Feel Special Dance Practice Video COMPLETE Ver.","2020-05-12T15:00:04Z","UCzgxx_DM2Dcb9Y1spb9mUJA","TWICE","10","20.17.05","Feel Special|필스페셜|feel special dance video|feel special choreography|twice feel special dance video|twice dance choregraphy|twice dance video|feel special 안무|feel special 안무영상|필스페셜 안무|트와이스 필스페셜 안무|twice feel special|feel special|twice 필스페셜|트와이스 필스페셜|트와이스 feel special|feel special twice|필스페셜트와이스|필스페셜 트와이스 안무|feel special 안무 트와이스|트와이스 feel special 안무|트와이스 필스페셜 안무영상","4179165","463348","3309","30346","https://i.ytimg.com/vi/yChy1KRIWAY/default.jpg","False","False","TWICE(트와이스) Feel Special Dance Practice Video COMPLETE Ver.Spotifyhttp://open.spotify.com/album/4EG4E0Uk0HpJBgOMgXI26ziTunes/Apple Music https://music.apple.com/us/album/feel-special/1480249009TWICE Official YouTube: http://www.youtube.com/c/TWICETWICE Official Facebook: http://www.facebook.com/JYPETWICETWICE Official Twitter: http://www.twitter.com/JYPETWICETWICE Official Instagram: http://www.instagram.com/TWICETAGRAMTWICE Official Homepage: http://TWICE.jype.comTWICE Official Fan's: http://fans.jype.com/TWICEⓒ 2020 JYP Entertainment. All Rights Reserved"
"j3o6RLBehlc","REAL VS CHOCOLATE FOOD CHALLENGE || Last To STOP Eating Wins! Taste Test by 123 GO! CHALLENGE","2020-05-15T14:00:28Z","UC_O-vmjpkom1m5shISID94g","123 GO! CHALLENGE","22","20.17.05","challenge|challenges|prank|pranks|fun|funny|123 go|123go|DIY|123 go challenge|123go challenge","3071849","35898","4087","2312","https://i.ytimg.com/vi/j3o6RLBehlc/default.jpg","False","False","Attention all chocoholics!Looks like we’ve got a new challenge on our hands!One of these mystery plates has a chocolate treat and the other, well, you’ll see :)Let’s put your love for the chocolate to the test with this delicious chocolate challenge!!Be sure to share this challenge with your fellow chocolate lovers! And don’t forget to subscribe to 123 GO! CHALLENGE’s YouTube page so you never miss out on our awesome content!#123GO #chocolatevsreal #foodchallenge Music by Epidemic Sound: https://www.epidemicsound.com/Stock materials:https://www.depositphotos.comhttps://www.shutterstock.comhttps://elements.envato.com"
"DT4GHQK_qo4","LAGENDA COKI (SEASON 2)","2020-05-16T10:00:11Z","UCtVe8gyOHolwunJYP5zm6Sg","ASA Production","1","20.17.05","[none]","151470","8628","323","1045","https://i.ytimg.com/vi/DT4GHQK_qo4/default.jpg","False","False","Cerita ini adalah rekaan semata-mata. Tiada kena mengena denga yang masih hidup, mati atau pun pengsan. Diharap semua bersabar apabila menonton video ini!Siapa nak season 3, sila klik dan komen pada link inihttps://www.youtube.com/watch?v=ddjIb1kYlYI#teambuathal #tbh #tbharmy #asaproduction #coki #bts"
"1HyXvSbNW2A","Bukan Gadis Biasa (2020) | Episod 17","2020-05-12T12:02:15Z","UCv5bMX0RoQU9jaPT8Ru-cQQ","Drama Sangat Official","24","20.17.05","Bukan Gadis Biasa|Malay|Malaysia|drama|local_malay|Hj Azman Hj Yahya|Sheila binti Rusly|Ayda Jebat|Remy Ishak|Sheila Rusly|Nazim Othman|Ozlyn Wati|Haeriyanto Hassan|Editor(s) Valeri Wong|Executive Producer(s) Uzair Haqimy bin Azman|Scriptwriter PGRs Team|dramasangat","488241","5532","461","611","https://i.ytimg.com/vi/1HyXvSbNW2A/default.jpg","False","False","Pelakon: Ayda Jebat, Remy Ishak, Sheila Rusly, Nazim Othman, Mas Khan, Lia Natalia, Ako Mustapha, Shajiry, Haeriyanto Hassan, Zarul Umbrella, Balkisyh Semundur Khan, Ozlynn, Chacha Maembong, Idzham IsmailBermulalah episod dimana Johana kini bergelar isteri kepada Rayyan. Raja Suffian sibuk berusaha untuk mencari kebenaran tentang Aisya adakah benar-benar anaknya. Raja Muzaffar pula sibuk dengan urusan kerjanya dan mengharapkan 100% urusan menjaga Opah Aminah keatas tangan Juliana dan Amer. Opah Aminah mula menunjukkan genjala sakit, seolah-olah dia rindukan Johana yang telah lama tidak melawatnya. Juliana pula seolah-olah membiarkan Opah Aminah terseksa dan tidak diperdulikan (Hukum Karma, dahulunya Opah Aminah membiarkan Edora sakit sendirian kini Juliana menantu kesayangannya pula membiarkan Opah Aminah sakit tak dipedulikan.---Tonton episod penuh di:http://www.tonton.com.myLanggan Youtube kami:► TV3: https://bit.ly/2u3wcJV► TV9: https://bit.ly/2ML14If► DS: https://bit.ly/2KuVyXdIkuti Instagram kami:► TV3: https://www.instagram.com/tv3malaysia/► TV9: https://www.instagram.com/tv9malaysia/► DS: https://www.instagram.com/dramasangat/"
"OP8wFIbfpOE","SELAMAT TINGGAL SAHABAT..","2020-05-14T14:23:51Z","UCLKaIoL5HOiKaLIQLAVeclw","MrKokom","24","20.17.05","mrkokom|kokom|cocombee|cocombees|selamat|tinggal|sahabat|syahmi sazli|alif irfan|alieff irfan|drama spontan|lawak spontan","292580","23695","192","1651","https://i.ytimg.com/vi/OP8wFIbfpOE/default.jpg","False","False","SELAMAT TINGGAL SAHABAT. Sejarah awal penubahan Cocombee Studio yang MrKokom tak pernah ceritakan."
